GSM883839|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM883840|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM883841|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM883842|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM883843|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM883844|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM883845|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883846|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883847|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883848|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883849|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883850|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883851|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883852|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883853|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883854|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883855|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883856|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883857|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883858|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883859|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883860|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883861|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883862|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883863|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883864|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883865|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883866|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883867|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883868|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883869|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883870|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883871|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883872|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883873|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883874|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883875|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883876|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883877|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883878|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883879|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883880|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883881|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883882|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883883|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883884|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883885|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883886|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883887|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883888|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883889|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883890|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883891|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883892|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883893|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883894|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883895|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883896|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
GSM883897|N/A|N/A|N/A|N/A|N/A|Non-small Cell Lung Cancer|Cells|N/A|in_vitro|N/A|N/A|Epidermal Growth Factor Receptor Inhibitor|Disease
