GSM877319|N/A|N/A|M|N/A|N/A|Lung Adenocarcinoma|Lung|H358 P12|in_vitro|N/A|N/A|N/A|Disease
GSM877320|N/A|N/A|M|N/A|N/A|Healthy|Cells|iPCH460 Col5|in_vitro|N/A|N/A|N/A|Genetic
GSM877321|N/A|N/A|M|N/A|N/A|Lung Large Cell Carcinoma|Lung|H460 P15|in_vitro|N/A|N/A|N/A|Disease
GSM877322|N/A|N/A|M|N/A|N/A|Healthy|Cells|iPCH460 Col12|in_vitro|N/A|N/A|N/A|Genetic
GSM877323|N/A|N/A|F|N/A|N/A|Healthy|Lung|IMR90 P6|in_vitro|N/A|N/A|N/A|Genetic
GSM877324|N/A|N/A|F|N/A|N/A|Healthy|Cells|iPSIMR90Col1|in_vitro|N/A|N/A|N/A|Genetic
GSM877325|N/A|N/A|M|N/A|N/A|Healthy|Cells|H1 p106|in_vitro|N/A|N/A|N/A|Genetic
GSM877326|N/A|N/A|F|N/A|N/A|Healthy|Cells|iPSIMR90Col10|in_vitro|N/A|N/A|N/A|Genetic
GSM877327|N/A|N/A|M|N/A|N/A|Healthy|Cells|iPCH358 Col1|in_vitro|N/A|N/A|N/A|Genetic
GSM877328|N/A|N/A|M|N/A|N/A|Healthy|Cells|post-iPCH358Col11|in_vitro|N/A|N/A|N/A|Genetic
GSM877329|N/A|N/A|M|N/A|N/A|Healthy|Cells|iPCH358 Col11|in_vitro|N/A|N/A|N/A|Genetic
GSM877330|N/A|N/A|M|N/A|N/A|Healthy|Cells|post-iPCH460Col5|in_vitro|N/A|N/A|N/A|Genetic
GSM877331|N/A|N/A|M|N/A|N/A|Lung Adenocarcinoma|Lung|H358 P14|in_vitro|N/A|N/A|N/A|Disease
GSM877332|N/A|N/A|M|N/A|N/A|Healthy|Cells|iPCH358 Col3|in_vitro|N/A|N/A|N/A|Genetic
GSM877333|N/A|N/A|M|N/A|N/A|Lung Adenocarcinoma|Lung|H358 P14|in_vitro|N/A|N/A|N/A|Disease
GSM877334|N/A|N/A|M|N/A|N/A|Healthy|Cells|iPCH460 Col9|in_vitro|N/A|N/A|N/A|Genetic
GSM877335|N/A|N/A|M|N/A|N/A|Lung Large Cell Carcinoma|Lung|H460 P21|in_vitro|N/A|N/A|N/A|Disease
GSM877336|N/A|N/A|F|N/A|N/A|Healthy|Cells|iPSIMR90Col9|in_vitro|N/A|N/A|N/A|Genetic
GSM877337|N/A|N/A|M|N/A|N/A|Lung Large Cell Carcinoma|Lung|H460 P21|in_vitro|N/A|N/A|N/A|Disease
GSM877338|N/A|N/A|M|N/A|N/A|Healthy|Cells|post-iPCH358Col1|in_vitro|N/A|N/A|N/A|Genetic
GSM877339|N/A|N/A|F|N/A|N/A|Healthy|Lung|IMR90 P6|in_vitro|N/A|N/A|N/A|Genetic
GSM877340|N/A|N/A|M|N/A|N/A|Healthy|Cells|H1 P106|in_vitro|N/A|N/A|N/A|Genetic
GSM877341|N/A|N/A|F|N/A|N/A|Healthy|Lung|IMR90 P6|in_vitro|N/A|N/A|N/A|Genetic
GSM877342|N/A|N/A|M|N/A|N/A|Healthy|Cells|H1 P76|in_vitro|N/A|N/A|N/A|Genetic
