GSM3036174|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036157|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036033|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036154|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036072|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036141|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036163|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036188|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036160|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036016|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036181|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036076|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036096|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036045|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036044|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036179|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036102|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036052|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036120|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3035991|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036031|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036013|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036067|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036008|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036032|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3035995|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3035989|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3035999|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036041|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036152|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3035994|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036099|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036006|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3035996|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036037|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036119|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036115|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3035992|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036056|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036092|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036176|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036089|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036158|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036116|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036097|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036051|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036148|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036094|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036018|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036149|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036057|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036046|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036075|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036098|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036175|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036113|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036043|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036042|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036140|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3035990|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036062|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036156|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036110|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036136|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036007|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036088|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036047|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036189|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036078|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036082|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036079|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036065|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036138|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036055|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036038|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036168|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036169|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036091|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036085|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036172|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036086|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036054|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036103|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036036|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036111|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036095|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036090|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036164|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036080|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036017|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036146|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036074|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036173|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036108|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036004|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036123|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036178|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036059|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036058|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036117|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036106|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036166|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036084|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036015|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036114|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036081|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036039|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036124|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036137|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036147|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036180|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036161|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036005|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036066|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036048|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036064|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036118|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036153|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036002|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3035998|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036165|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036101|N/A|N/A|F|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036167|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036162|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3036107|N/A|N/A|M|N/A|N/A|Healthy|Minor Salivary Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
