GSM5435462|1279|N/A|M|3|N/A|Normal|Cells|HC4|in_vitro|ctrl|Normal_DEX_ox3|DEX|Small Molecule
GSM5435484|1310|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_Contact_Inhibition_ox21|Contact_Inhibition|Environmental
GSM5435130|63|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_DEX_ox21|DEX|Small Molecule
GSM5435478|1302|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_DEX_ox3|DEX|Small Molecule
GSM5435374|1122|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_5-azacytidine+mitoNUITs_ox21|5-azacytidine+mitoNUITs|Genetic
GSM5435548|1471|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435527|1376|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Contact_Inhibition_ox3|Contact_Inhibition|Environmental
GSM5435439|1248|N/A|M|3|N/A|Normal|Cells|HC4|in_vitro|ctrl|Normal_Control_ox3|Control|None
GSM5435136|98|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_Pulsated_DEX_ox21|Pulsated_DEX|Small Molecule
GSM5435344|964|N/A|M|0|N/A|Normal|Cells|HC3|in_vitro|ctrl|Normal_Oligomycin_ox21|Oligomycin|Small Molecule
GSM5435351|1000|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Oligomycin+DEX_ox21|Oligomycin+DEX|Small Molecule
GSM5435398|1189|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435443|1254|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Control_ox3|Control|None
GSM5435566|1524|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_Galactose_ox21|Galactose|Lifestyle
GSM5435219|443|N/A|M|1|N/A|SURF1_Mutation|Cells|SURF1_1|in_vitro|ctrl|SURF1_Mutation_Control_ox21|Control|None
GSM5435480|1306|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_Contact_Inhibition_ox21|Contact_Inhibition|Environmental
GSM5435460|1277|N/A|M|3|N/A|Normal|Cells|HC4|in_vitro|ctrl|Normal_DEX_ox3|DEX|Small Molecule
GSM5435488|1314|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_Contact_Inhibition_Regrowth_ox21|Contact_Inhibition_Regrowth|Environmental
GSM5435434|1243|N/A|M|3|N/A|Normal|Cells|HC4|in_vitro|ctrl|Normal_Control_ox3|Control|None
GSM5435177|315|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435404|1198|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435140|125|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_MitoQ_ox21|MitoQ|Small Molecule
GSM5435128|54|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_DEX_ox21|DEX|Small Molecule
GSM5435529|1378|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Contact_Inhibition_ox3|Contact_Inhibition|Environmental
GSM5435557|1497|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Galactose_ox21|Galactose|Lifestyle
GSM5435218|440|N/A|M|1|N/A|SURF1_Mutation|Cells|SURF1_1|in_vitro|ctrl|SURF1_Mutation_Control_ox21|Control|None
GSM5435182|328|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435176|313|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435457|1274|N/A|M|3|N/A|Normal|Cells|HC4|in_vitro|ctrl|Normal_DEX_ox3|DEX|Small Molecule
GSM5435437|1246|N/A|M|3|N/A|Normal|Cells|HC4|in_vitro|ctrl|Normal_Control_ox3|Control|None
GSM5435230|485|N/A|F|10|N/A|SURF1_Mutation|Cells|SURF1_3|in_vitro|ctrl|SURF1_Mutation_Control_ox21|Control|None
GSM5435228|480|N/A|M|11|N/A|SURF1_Mutation|Cells|SURF1_2|in_vitro|ctrl|SURF1_Mutation_Control_ox21|Control|None
GSM5435496|1333|N/A|M|3|N/A|Normal|Cells|HC4|in_vitro|ctrl|Normal_Contact_Inhibition_ox21|Contact_Inhibition|Environmental
GSM5435238|515|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_DEX_ox21|DEX|Small Molecule
GSM5435163|248|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_NAC+DEX_ox21|NAC+DEX|Small Molecule
GSM5435423|1225|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_DEX_ox21|DEX|Small Molecule
GSM5435493|1324|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_Contact_Inhibition_Regrowth_ox21|Contact_Inhibition_Regrowth|Environmental
GSM5435524|1373|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Contact_Inhibition_ox3|Contact_Inhibition|Environmental
GSM5435419|1220|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_DEX_ox21|DEX|Small Molecule
GSM5435544|1452|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435183|331|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435161|241|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_NAC+DEX_ox21|NAC+DEX|Small Molecule
GSM5435584|1615|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_betahydroxybutyrate_ox21|betahydroxybutyrate|Small Molecule
GSM5435468|1288|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_DEX_ox3|DEX|Small Molecule
GSM5435189|349|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435362|1066|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_5-azacytidine_ox21|5-azacytidine|Small Molecule
GSM5435129|59|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_DEX_ox21|DEX|Small Molecule
GSM5435316|838|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_mitoNUITs+DEX_ox21|mitoNUITs+DEX|Genetic
GSM5435549|1472|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435203|388|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435386|1168|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_5-azacytidine+mitoNUITs_ox21|5-azacytidine+mitoNUITs|Genetic
GSM5435319|847|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_mitoNUITs+DEX_ox21|mitoNUITs+DEX|Genetic
GSM5435431|1240|N/A|M|3|N/A|Normal|Cells|HC4|in_vitro|ctrl|Normal_Control_ox3|Control|None
GSM5435467|1287|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_DEX_ox3|DEX|Small Molecule
GSM5435491|1320|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_Contact_Inhibition_Regrowth_ox21|Contact_Inhibition_Regrowth|Environmental
GSM5435441|1252|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Control_ox3|Control|None
GSM5435406|1200|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435301|780|N/A|M|0|N/A|Normal|Cells|HC3|in_vitro|ctrl|Normal_mitoNUITs_ox21|mitoNUITs|Small Molecule
GSM5435167|283|N/A|M|29|N/A|Normal|Cells|HC5|in_vitro|ctrl|Normal_a-ketogluturate_ox21|a-ketogluturate|Small Molecule
GSM5435525|1374|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Contact_Inhibition_ox3|Contact_Inhibition|Environmental
GSM5435195|364|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_Control_ox21|Control|None
GSM5435474|1297|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_DEX_ox3|DEX|Small Molecule
GSM5435262|602|N/A|M|0|N/A|Normal|Cells|HC3|in_vitro|ctrl|Normal_DEX_ox21|DEX|Small Molecule
GSM5435507|1347|N/A|M|18|N/A|Normal|Cells|HC1|in_vitro|ctrl|Normal_Contact_Inhibition_ox21|Contact_Inhibition|Environmental
GSM5435384|1162|N/A|F|18|N/A|Normal|Cells|HC2|in_vitro|ctrl|Normal_5-azacytidine+mitoNUITs_ox21|5-azacytidine+mitoNUITs|Genetic
